"","Date","DailyAverageDryBulbTemperature","DailyAverageStationPressure","DailyCoolingDegreeDays","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPrecipitation","Title","Other","Genre"
"252","2020-04-04","64",29.36,"0","1","71",57,"1.06","Derry Girls: "," 2: Episode 4","Comedy"
"253","2020-04-06","71",29.41,"6","0","77",65,"0.01","Tiger King: Murder, Mayhem and Madness: Limited ",": Cult of Personality","Documentaries"
"254","2020-04-06","71",29.41,"6","0","77",65,"0.01","Tiger King: Murder, Mayhem and Madness: Limited ",": Not Your Average Joe","Documentaries"
"255","2020-04-07","79",29.41,"14","0","85",73,"0.01","The Matrix",NA,"Action/Adventure"
"256","2020-04-08","83",29.34,"18","0","95",71,"0","Molly's Game",NA,"Drama"
"257","2020-04-10","75",29.38,"10","0","80",69,"0.03","Parks and Recreation: "," 2: Christmas Scandal","Comedy"
"258","2020-04-10","75",29.38,"10","0","80",69,"0.03","Parks and Recreation: "," 2: Tom's Divorce","Comedy"
"259","2020-04-10","75",29.38,"10","0","80",69,"0.03","Parks and Recreation: "," 2: Hunting Trip","Comedy"
"260","2020-04-10","75",29.38,"10","0","80",69,"0.03","Parks and Recreation: "," 2: The Camel","Comedy"
"261","2020-04-10","75",29.38,"10","0","80",69,"0.03","Parks and Recreation: "," 2: Ron and Tammy","Comedy"
"262","2020-04-12","80",29.09,"15","0","94",66,"0","Parks and Recreation: "," 3: Time Capsule","Comedy"
"263","2020-04-12","80",29.09,"15","0","94",66,"0","Parks and Recreation: "," 3: Flu ","Comedy"
"264","2020-04-12","80",29.09,"15","0","94",66,"0","Parks and Recreation: "," 3: Go Big or Go Home","Comedy"
"265","2020-04-12","80",29.09,"15","0","94",66,"0","Parks and Recreation: "," 2: Freddy Spaghetti","Comedy"
"266","2020-04-12","80",29.09,"15","0","94",66,"0","Parks and Recreation: "," 2: The Master Plan","Comedy"
"267","2020-04-12","80",29.09,"15","0","94",66,"0","Parks and Recreation: "," 2: Telethon","Comedy"
"268","2020-04-12","80",29.09,"15","0","94",66,"0","Parks and Recreation: "," 2: 94 Meetings","Comedy"
"269","2020-04-12","80",29.09,"15","0","94",66,"0","Parks and Recreation: "," 2: Summer Catalog","Comedy"
"270","2020-04-12","80",29.09,"15","0","94",66,"0","Parks and Recreation: "," 2: Park Safety","Comedy"
"271","2020-04-12","80",29.09,"15","0","94",66,"0","Parks and Recreation: "," 2: The Possum","Comedy"
"272","2020-04-12","80",29.09,"15","0","94",66,"0","Parks and Recreation: "," 2: Woman of the Year","Comedy"
"273","2020-04-12","80",29.09,"15","0","94",66,"0","Parks and Recreation: "," 2: Galentine's Day","Comedy"
"274","2020-04-12","80",29.09,"15","0","94",66,"0","Parks and Recreation: "," 2: Sweetums","Comedy"
"275","2020-04-12","80",29.09,"15","0","94",66,"0","Parks and Recreation: "," 2: Leslie's House","Comedy"
"276","2020-04-12","80",29.09,"15","0","94",66,"0","Parks and Recreation: "," 2: The Set-Up","Comedy"
"277","2020-04-13","70",29.43,"5","0","80",59,"0","Parks and Recreation: "," 3: Andy and April's Fancy Party","Comedy"
"278","2020-04-13","70",29.43,"5","0","80",59,"0","Parks and Recreation: "," 3: Camping","Comedy"
"279","2020-04-13","70",29.43,"5","0","80",59,"0","Parks and Recreation: "," 3: Harvest Festival","Comedy"
"280","2020-04-13","70",29.43,"5","0","80",59,"0","Parks and Recreation: "," 3: Indianapolis","Comedy"
"281","2020-04-13","70",29.43,"5","0","80",59,"0","Parks and Recreation: "," 3: Media Blitz","Comedy"
"282","2020-04-13","70",29.43,"5","0","80",59,"0","Parks and Recreation: "," 3: Ron and Tammy: Part II","Comedy"
"283","2020-04-14","61",29.54,"0","4","65",56,"0","Rosemary's Baby",NA,"Horror"
"284","2020-04-14","61",29.54,"0","4","65",56,"0","Don't Be Afraid of the Dark",NA,"Horror"
"285","2020-04-14","61",29.54,"0","4","65",56,"0","A Nightmare on Elm Street",NA,"Horror"
"286","2020-04-14","61",29.54,"0","4","65",56,"0","Legion",NA,"Horror"
"287","2020-04-14","61",29.54,"0","4","65",56,"0","Parks and Recreation: "," 3: Road Trip","Comedy"
"288","2020-04-14","61",29.54,"0","4","65",56,"0","Parks and Recreation: "," 3: The Fight","Comedy"
"289","2020-04-14","61",29.54,"0","4","65",56,"0","Parks and Recreation: "," 3: Eagleton","Comedy"
"290","2020-04-14","61",29.54,"0","4","65",56,"0","Parks and Recreation: "," 3: Jerry's Painting","Comedy"
"291","2020-04-14","61",29.54,"0","4","65",56,"0","Parks and Recreation: "," 3: Soulmates","Comedy"
"292","2020-04-15","63",29.58,"0","2","74",52,"0","Parks and Recreation: "," 4: End of the World","Comedy"
"293","2020-04-15","63",29.58,"0","2","74",52,"0","Parks and Recreation: "," 4: Meet 'n' Greet","Comedy"
"294","2020-04-15","63",29.58,"0","2","74",52,"0","Parks and Recreation: "," 4: Pawnee Rangers","Comedy"
"295","2020-04-15","63",29.58,"0","2","74",52,"0","Parks and Recreation: "," 4: Born & Raised","Comedy"
"296","2020-04-15","63",29.58,"0","2","74",52,"0","Parks and Recreation: "," 4: Ron and Tammys","Comedy"
"297","2020-04-15","63",29.58,"0","2","74",52,"0","Parks and Recreation: "," 4: I'm Leslie Knope","Comedy"
"298","2020-04-15","63",29.58,"0","2","74",52,"0","Parks and Recreation: "," 3: Li'l Sebastian","Comedy"
"299","2020-04-15","63",29.58,"0","2","74",52,"0","Parks and Recreation: "," 3: The Bubble","Comedy"
"300","2020-04-16","67",29.51,"2","0","77",57,"0","Final Destination",NA,"Horror"
"301","2020-04-21","82",29.29,"17","0","91",72,"0","Burlesque",NA,"Romance"
"302","2020-04-21","82",29.29,"17","0","91",72,"0","Purple Rain",NA,"Musical"
"303","2020-04-23","85",29.21,"20","0","96",73,"T","Final Destination 3",NA,"Horror"
"304","2020-04-24","87",29.2,"22","0","104",70,"0","For Love or Money",NA,"Comedy"
"305","2020-04-25","82",29.39,"17","0","91",73,"0","National Treasure",NA,"Action/Adventure"
"306","2020-04-25","82",29.39,"17","0","91",73,"0","Catfish",NA,"Reality"
"307","2020-04-28","87",29.27,"22","0","100",74,"0","Child's Play",NA,"Horror"
"308","2020-04-28","87",29.27,"22","0","100",74,"0","The Ring",NA,"Horror"
"309","2020-04-28","87",29.27,"22","0","100",74,"0","The Craft",NA,"Horror"
"310","2020-04-28","87",29.27,"22","0","100",74,"0","Hitch",NA,"Comedy"
"311","2020-04-29","78",29.4,"13","0","89",67,"0","Too Hot to Handle: "," 1: When Harry Met Francesca","Competition"
"312","2020-04-29","78",29.4,"13","0","89",67,"0","Too Hot to Handle: "," 1: Love, Sex or Money","Competition"
"313","2020-04-29","78",29.4,"13","0","89",67,"0","Hush",NA,"Horror"
"314","2020-04-29","78",29.4,"13","0","89",67,"0","That '70s Show: "," 3: Roller Disco","Comedy"
"315","2020-04-29","78",29.4,"13","0","89",67,"0","That '70s Show: "," 3: Too Old to Trick or Treat, Too Young to Die","Comedy"
"316","2020-04-29","78",29.4,"13","0","89",67,"0","Never Have I Ever: "," 1: ... been the loneliest boy in the world","Comedy"
"317","2020-04-29","78",29.4,"13","0","89",67,"0","Never Have I Ever: "," 1: ... started a nuclear war","Comedy"
"318","2020-04-29","78",29.4,"13","0","89",67,"0","Parks and Recreation: "," 4: Citizen Knope","Comedy"
"319","2020-04-29","78",29.4,"13","0","89",67,"0","Parks and Recreation: "," 4: The Trial of Leslie Knope","Comedy"
"320","2020-04-29","78",29.4,"13","0","89",67,"0","Parks and Recreation: "," 4: Smallest Park","Comedy"
"321","2020-04-29","78",29.4,"13","0","89",67,"0","Parks and Recreation: "," 4: The Treaty","Comedy"
"322","2020-04-29","78",29.4,"13","0","89",67,"0","Never Have I Ever: "," 1: ... felt super Indian","Comedy"
"323","2020-04-29","78",29.4,"13","0","89",67,"0","Never Have I Ever: "," 1: ... gotten drunk with the popular kids","Comedy"
"324","2020-04-29","78",29.4,"13","0","89",67,"0","Never Have I Ever: "," 1: ... had sex with Paxton Hall-Yoshida","Comedy"
"325","2020-04-29","78",29.4,"13","0","89",67,"0","Never Have I Ever: "," 1: Pilot","Comedy"
"326","2020-05-04","88",29.26,"23","0","102",73,"0","Tootsie",NA,"Comedy"
"327","2020-05-04","88",29.26,"23","0","102",73,"0","The Great British Baking Show: "," 1: Bread","Competition"
"328","2020-05-04","88",29.26,"23","0","102",73,"0","The Great British Baking Show: "," 1: Biscuits","Competition"
"329","2020-05-04","88",29.26,"23","0","102",73,"0","The Great British Baking Show: "," 1: Cake","Competition"
"330","2020-05-04","88",29.26,"23","0","102",73,"0","Resident Evil: Extinction",NA,"Horror"
"331","2020-05-04","88",29.26,"23","0","102",73,"0","The Green Inferno",NA,"Horror"
"332","2020-05-04","88",29.26,"23","0","102",73,"0","Insidious",NA,"Horror"
"333","2020-05-05","87",29.33,"22","0","99",75,"T","Back to the Future Part II",NA,"Comedy"
"334","2020-05-05","87",29.33,"22","0","99",75,"T","Back to the Future",NA,"Comedy"
"335","2020-05-06","82",29.53,"17","0","90",74,"0","Too Hot to Handle: "," 1: Lust or Bust","Competition"
"336","2020-05-06","82",29.53,"17","0","90",74,"0","Too Hot to Handle: "," 1: Sisters over Misters","Competition"
"337","2020-05-06","82",29.53,"17","0","90",74,"0","Too Hot to Handle: "," 1: The Bryce Isn't Right","Competition"
"338","2020-05-06","82",29.53,"17","0","90",74,"0","Too Hot to Handle: "," 1: Boys to Men","Competition"
"339","2020-05-06","82",29.53,"17","0","90",74,"0","Back to the Future Part III",NA,"Comedy"
"340","2020-05-11","80",29.52,"15","0","91",69,"0","Dead to Me: "," 2: You Can't Live Like This","Drama"
"341","2020-05-11","80",29.52,"15","0","91",69,"0","Dead to Me: "," 2: Where Have You Been","Drama"
"342","2020-05-11","80",29.52,"15","0","91",69,"0","Dead to Me: "," 2: You Know What You Did","Drama"
"343","2020-05-11","80",29.52,"15","0","91",69,"0","Sinister",NA,"Horror"
"344","2020-05-11","80",29.52,"15","0","91",69,"0","Dead to Me: "," 1: You Have To Go","Drama"
"345","2020-05-11","80",29.52,"15","0","91",69,"0","Dead to Me: "," 1: I Have To Be Honest","Drama"
"346","2020-05-11","80",29.52,"15","0","91",69,"0","Dead to Me: "," 1: Try To Stop Me","Drama"
"347","2020-05-11","80",29.52,"15","0","91",69,"0","Dead to Me: "," 1: I Can Handle It","Drama"
"348","2020-05-12","83",29.36,"18","0","92",74,"0","Dead to Me: "," 2: If Only You Knew","Drama"
"349","2020-05-12","83",29.36,"18","0","92",74,"0","Dead to Me: "," 2: You Don't Have To","Drama"
"350","2020-05-12","83",29.36,"18","0","92",74,"0","Dead to Me: "," 2: The Price You Pay","Drama"
"351","2020-05-12","83",29.36,"18","0","92",74,"0","Dead to Me: "," 2: Between You And Me","Drama"
"352","2020-05-14","81",29.29,"16","0","95",67,"0.42","Dead to Me: "," 2: Where Do We Go From Here","Drama"
"353","2020-05-14","81",29.29,"16","0","95",67,"0.42","Dead to Me: "," 2: It's Not You, It's Me","Drama"
"354","2020-05-14","81",29.29,"16","0","95",67,"0.42","Dead to Me: "," 2: It Had To Be You","Drama"
"355","2020-05-14","81",29.29,"16","0","95",67,"0.42","Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend",NA,"Comedy"
"356","2020-05-16","80",29.21,"15","0","92",67,"0.02","The Wrong Missy",NA,"Comedy"
"357","2020-05-16","80",29.21,"15","0","92",67,"0.02","American Horror Story: Murder House: Pilot",NA,"Horror"
"358","2020-05-16","80",29.21,"15","0","92",67,"0.02","American Horror Story: Apocalypse: Apocalypse Then",NA,"Horror"
"359","2020-05-16","80",29.21,"15","0","92",67,"0.02","American Horror Story: Apocalypse: Fire and Reign",NA,"Horror"
"360","2020-05-16","80",29.21,"15","0","92",67,"0.02","American Horror Story: Apocalypse: Sojourn",NA,"Horror"
"361","2020-05-17","85",29.34,"20","0","97",73,"0","The Curious Case of Benjamin Button",NA,"Drama"
"362","2020-05-18","86",29.34,"21","0","99",73,"0","Hancock",NA,"Action/Adventure"
"363","2020-05-19","88",29.23,"23","0","103",73,"0","He's Just Not That Into You",NA,"Comedy"
"364","2020-05-23","89",29.24,"24","0","99",79,"T","Just Go With It",NA,"Comedy"
"365","2020-05-26","79",29.35,"14","0","88",69,"0.01","Uncut Gems",NA,"Drama"
"366","2020-05-27","83",29.31,"18","0","93",73,"0.00s","Community: "," 1: Spanish 101","Comedy"
"367","2020-05-27","83",29.31,"18","0","93",73,"0.00s","Community: "," 1: Community","Comedy"
"368","2020-05-27","83",29.31,"18","0","93",73,"0.00s","Three Wives One Husband: "," 1: Episode 4","Reality"
"369","2020-05-27","83",29.31,"18","0","93",73,"0.00s","Three Wives One Husband: "," 1: Episode 3","Reality"
"370","2020-05-27","83",29.31,"18","0","93",73,"0.00s","Three Wives One Husband: "," 1: Episode 2","Reality"
"371","2020-05-27","83",29.31,"18","0","93",73,"0.00s","Three Wives One Husband: "," 1: Episode 1","Reality"
"372","2020-05-29","79",29.52,"14","0","88",69,"1.84","Yummy Mummies: "," 1: Episode 2","Reality"
"373","2020-05-29","79",29.52,"14","0","88",69,"1.84","Yummy Mummies: "," 1: Episode 1","Reality"
"374","2020-05-30","79",29.5,"14","0","86",71,"0","Yummy Mummies: "," 1: Episode 10","Reality"
"375","2020-05-30","79",29.5,"14","0","86",71,"0","Yummy Mummies: "," 1: Episode 9","Reality"
"376","2020-05-30","79",29.5,"14","0","86",71,"0","Yummy Mummies: "," 1: Episode 8","Reality"
"377","2020-05-30","79",29.5,"14","0","86",71,"0","Yummy Mummies: "," 1: Episode 7","Reality"
"378","2020-05-30","79",29.5,"14","0","86",71,"0","Yummy Mummies: "," 1: Episode 6","Reality"
"379","2020-05-30","79",29.5,"14","0","86",71,"0","Yummy Mummies: "," 1: Episode 5","Reality"
"380","2020-05-30","79",29.5,"14","0","86",71,"0","Yummy Mummies: "," 1: Episode 4","Reality"
"381","2020-05-30","79",29.5,"14","0","86",71,"0","Yummy Mummies: "," 1: Episode 3","Reality"
"382","2020-05-31","77",29.51,"12","0","83",71,"1.58","Yummy Mummies: "," 2: Episode 7","Reality"
"383","2020-05-31","77",29.51,"12","0","83",71,"1.58","Yummy Mummies: "," 2: Episode 6","Reality"
"384","2020-05-31","77",29.51,"12","0","83",71,"1.58","Yummy Mummies: "," 2: Episode 5","Reality"
"385","2020-05-31","77",29.51,"12","0","83",71,"1.58","Yummy Mummies: "," 2: Episode 4","Reality"
"386","2020-05-31","77",29.51,"12","0","83",71,"1.58","Yummy Mummies: "," 2: Episode 3","Reality"
"387","2020-05-31","77",29.51,"12","0","83",71,"1.58","Yummy Mummies: "," 2: Episode 2","Reality"
"388","2020-05-31","77",29.51,"12","0","83",71,"1.58","Yummy Mummies: "," 2: Episode 1","Reality"
"389","2020-06-01","79",29.49,"14","0","86",71,"0","Nailed It!: "," 4: Jungle Bungle","Competition"
"390","2020-06-01","79",29.49,"14","0","86",71,"0","Nailed It!: "," 4: Chariots of Failure","Competition"
"391","2020-06-01","79",29.49,"14","0","86",71,"0","Nailed It!: "," 4: Indiana Fails and the Temple of Slop","Competition"
"392","2020-06-01","79",29.49,"14","0","86",71,"0","Nailed It!: "," 4: The One with the '90s Theme","Competition"
"393","2020-06-01","79",29.49,"14","0","86",71,"0","Yummy Mummies: "," 2: Episode 10","Reality"
"394","2020-06-01","79",29.49,"14","0","86",71,"0","Yummy Mummies: "," 2: Episode 9","Reality"
"395","2020-06-01","79",29.49,"14","0","86",71,"0","Yummy Mummies: "," 2: Episode 8","Reality"
"396","2020-06-02","82",29.47,"17","0","92",72,"T","Nailed It!: "," 4: I Do … Hope I Don’t Fail","Competition"
"397","2020-06-02","82",29.47,"17","0","92",72,"T","Nailed It!: "," 4: The Big Bake Theory","Competition"
"398","2020-06-02","82",29.47,"17","0","92",72,"T","Nailed It!: "," 4: Howdy, Failure!","Competition"
"399","2020-06-03","84",29.39,"19","0","93",74,"0","The Disaster Artist",NA,"Comedy"
"400","2020-06-04","85",29.32,"20","0","95",74,"0","Lady Bird",NA,"Drama"
"401","2020-06-05","86",29.35,"21","0","96",75,"0","The Big Flower Fight: "," 1: Fabulous Floral Fashion","Competition"
"402","2020-06-05","86",29.35,"21","0","96",75,"0","The Big Flower Fight: "," 1: Enormous Insects","Competition"
"403","2020-06-06","84",29.31,"19","0","96",72,"0","The Big Flower Fight: "," 1: Green Giants","Competition"
"404","2020-06-06","84",29.31,"19","0","96",72,"0","The Big Flower Fight: "," 1: Sea Creatures","Competition"
"405","2020-06-06","84",29.31,"19","0","96",72,"0","The Big Flower Fight: "," 1: Magnificent Mobiles","Competition"
"406","2020-06-06","84",29.31,"19","0","96",72,"0","The Big Flower Fight: "," 1: Giant Edible Thrones","Competition"
"407","2020-06-06","84",29.31,"19","0","96",72,"0","The Big Flower Fight: "," 1: Huge Hairy Beasts","Competition"
"408","2020-06-07","87",29.19,"22","0","98",75,"0","The Big Flower Fight: "," 1: Fairytale Finale","Competition"
"409","2020-06-08","90",29.11,"25","0","102",77,"0","Cape Fear",NA,"Horror"
"410","2020-06-08","90",29.11,"25","0","102",77,"0","Clueless",NA,"Comedy"
"411","2020-06-09","89",29.18,"24","0","100",78,"0","Hoarders: "," 10: Three Amigos","Reality"
"412","2020-06-09","89",29.18,"24","0","100",78,"0","Hoarders: "," 10: Patricia","Reality"
"413","2020-06-09","89",29.18,"24","0","100",78,"0","Outlander: "," 1: Sassenach","Action/Adventure"
"414","2020-06-10","83",29.44,"18","0","95",71,"1.51","Hoarders: "," 10: Dale","Reality"
"415","2020-06-10","83",29.44,"18","0","95",71,"1.51","Hoarders: "," 10: Andy & Becky","Reality"
"416","2020-06-12","83",29.61,"18","0","94",71,"0","The Great British Baking Show: The Beginnings: "," 1: Pies","Competition"
"417","2020-06-12","83",29.61,"18","0","94",71,"0","The Great British Baking Show: The Beginnings: "," 1: Desserts","Competition"
"418","2020-06-12","83",29.61,"18","0","94",71,"0","The Great British Baking Show: The Beginnings: "," 1: Tarts","Competition"
"419","2020-06-12","83",29.61,"18","0","94",71,"0","The Great British Baking Show: The Beginnings: "," 1: Bread","Competition"
"420","2020-06-12","83",29.61,"18","0","94",71,"0","The Great British Baking Show: The Beginnings: "," 1: Cakes","Competition"
"421","2020-06-13","82",29.5,"17","0","94",69,"0.00s","Outlander: "," 1: Castle Leoch","Action/Adventure"
"422","2020-06-14","80",29.48,"15","0","93",67,"0","Outlander: "," 1: Rent","Action/Adventure"
"423","2020-06-14","80",29.48,"15","0","93",67,"0","Outlander: "," 1: The Gathering","Action/Adventure"
"424","2020-06-14","80",29.48,"15","0","93",67,"0","Outlander: "," 1: The Way Out","Action/Adventure"
"425","2020-06-15","84",29.51,"19","0","96",71,"0","Bad News Bears",NA,"Comedy"
"426","2020-06-15","84",29.51,"19","0","96",71,"0","Hoarders: "," 10: Linda","Reality"
"427","2020-06-15","84",29.51,"19","0","96",71,"0","Starship Troopers",NA,"Action/Adventure"
"428","2020-06-16","87",29.48,"22","0","97",76,"0","Portlandia: "," 8: You Do You","Comedy"
"429","2020-06-16","87",29.48,"22","0","97",76,"0","Outlander: "," 1: The Garrison Commander","Action/Adventure"
"430","2020-06-18","88",29.34,"23","0","99",77,"T","Twister",NA,"Action/Adventure"
"431","2020-06-20","89",29.38,"24","0","99",78,"0","To Wong Foo, Thanks for Everything! Julie Newmar",NA,"Comedy"
"432","2020-06-21","90",29.33,"25","0","101",78,"0","Floor Is Lava: "," 1: The Basement: Level 1","Competition"
"433","2020-06-21","90",29.33,"25","0","101",78,"0","The Circle France: "," 1: Hello Circle","Competition"
"434","2020-06-22","91",29.3,"26","0","103",79,"0","Floor Is Lava: "," 1: The Study: Level 1","Competition"
"435","2020-06-22","91",29.3,"26","0","103",79,"0","Floor Is Lava: "," 1: The Kitchen: Level 1","Competition"
"436","2020-06-22","91",29.3,"26","0","103",79,"0","Floor Is Lava: "," 1: The Planetarium: Level 1","Competition"
"437","2020-06-22","91",29.3,"26","0","103",79,"0","Floor Is Lava: "," 1: The Bedroom: Level 1","Competition"
"438","2020-06-23","88",29.3,"23","0","95",81,"0","The Politician: "," 1: The Harrington Commode","Drama"
"439","2020-06-23","88",29.3,"23","0","95",81,"0","The Politician: "," 1: Pilot","Drama"
"440","2020-06-23","88",29.3,"23","0","95",81,"0","Floor Is Lava: "," 1: The Planetarium: Level 2","Competition"
"441","2020-06-23","88",29.3,"23","0","95",81,"0","Floor Is Lava: "," 1: The Kitchen: Level 2","Competition"
"442","2020-06-23","88",29.3,"23","0","95",81,"0","The Darkness",NA,"Horror"
"443","2020-06-24","89",29.31,"24","0","100",77,"0","The Silence of the Lambs",NA,"Horror"
"444","2020-06-24","89",29.31,"24","0","100",77,"0","The Invention of Lying",NA,"Comedy"
"445","2020-06-24","89",29.31,"24","0","100",77,"0","The Politician: "," 1: The Assassination of Payton Hobart","Drama"
"446","2020-06-24","89",29.31,"24","0","100",77,"0","The Politician: "," 1: The Voter","Drama"
"447","2020-06-24","89",29.31,"24","0","100",77,"0","The Politician: "," 1: Gone Girl","Drama"
"448","2020-06-24","89",29.31,"24","0","100",77,"0","The Politician: "," 1: October Surprise","Drama"
"449","2020-06-25","85",29.37,"20","0","97",73,"0","Crazy Delicious: "," 1: Bananas Barbecues","Competition"
"450","2020-06-26","83",29.44,"18","0","91",75,"0.27","Outlander: "," 1: The Wedding","Action/Adventure"
"451","2020-06-26","83",29.44,"18","0","91",75,"0.27","The Watcher",NA,"Action/Adventure"
"452","2020-06-26","83",29.44,"18","0","91",75,"0.27","The Politician: "," 1: The Assassination of Payton Hobart: Part 2","Drama"
"453","2020-06-26","83",29.44,"18","0","91",75,"0.27","Crazy Delicious: "," 1: Picnic Perfection","Competition"
"454","2020-06-26","83",29.44,"18","0","91",75,"0.27","Crazy Delicious: "," 1: Takeout Takeover","Competition"
"455","2020-06-27","85",29.36,"20","0","91",78,"T","The Great British Baking Show: "," 1: Pies and Tarts","Competition"
"456","2020-06-27","85",29.36,"20","0","91",78,"T","The Great British Baking Show: "," 1: Desserts","Competition"
"457","2020-06-27","85",29.36,"20","0","91",78,"T","Eurovision Song Contest: The Story of Fire Saga",NA,"Comedy"
"458","2020-06-27","85",29.36,"20","0","91",78,"T","After Life: "," 1: Episode 1","Comedy"
"459","2020-06-27","85",29.36,"20","0","91",78,"T","Baby Mama",NA,"Comedy"
"460","2020-06-28","87",29.24,"22","0","97",76,"0.14","The Great British Baking Show: "," 1: Advanced Dough","Competition"
"461","2020-06-28","87",29.24,"22","0","97",76,"0.14","The Great British Baking Show: "," 1: Pastries","Competition"
"462","2020-06-28","87",29.24,"22","0","97",76,"0.14","After Life: "," 1: Episode 2","Comedy"
"463","2020-06-28","87",29.24,"22","0","97",76,"0.14","The Great British Baking Show: "," 1: Continental Cake","Competition"
"464","2020-06-29","90",29.23,"25","0","100",79,"0","Jerry Maguire",NA,"Romance"
"465","2020-06-29","90",29.23,"25","0","100",79,"0","Life as We Know It",NA,"Romance"
"466","2020-06-29","90",29.23,"25","0","100",79,"0","E.T. the Extra-Terrestrial",NA,"Action/Adventure"
"467","2020-06-29","90",29.23,"25","0","100",79,"0","Raising Cain",NA,"Horror"
"468","2020-07-01","91",29.28,"26","0","101",80,"0","Casper",NA,"Comedy"
"469","2020-07-01","91",29.28,"26","0","101",80,"0","The Great British Baking Show: "," 1: Patisserie","Competition"
"470","2020-07-01","91",29.28,"26","0","101",80,"0","Blown Away: "," 1: Body Parts","Competition"
"471","2020-07-01","91",29.28,"26","0","101",80,"0","Blown Away: "," 1: The Glass is Greener","Competition"
"472","2020-07-01","91",29.28,"26","0","101",80,"0","Blown Away: "," 1: Dual Intent","Competition"
"473","2020-07-01","91",29.28,"26","0","101",80,"0","Blown Away: "," 1: Pop Art Blowup","Competition"
"474","2020-07-01","91",29.28,"26","0","101",80,"0","Blown Away: "," 1: Thirsty Work","Competition"
"475","2020-07-01","91",29.28,"26","0","101",80,"0","Blown Away: "," 1: Clash of the Robots","Competition"
"476","2020-07-02","92",29.34,"27","0","104",79,"0","Jeffrey Epstein: Filthy Rich: Limited ",": Finding Their Voice","Documentaries"
"477","2020-07-02","92",29.34,"27","0","104",79,"0","Jeffrey Epstein: Filthy Rich: Limited ",": The Island","Documentaries"
"478","2020-07-02","92",29.34,"27","0","104",79,"0","Jeffrey Epstein: Filthy Rich: Limited ",": Follow the Money","Documentaries"
"479","2020-07-02","92",29.34,"27","0","104",79,"0","The Devil's Advocate",NA,"Horror"
"480","2020-07-02","92",29.34,"27","0","104",79,"0","The Great British Baking Show: "," 1: The Final","Competition"
"481","2020-07-02","92",29.34,"27","0","104",79,"0","Scott Pilgrim vs. the World",NA,"Comedy"
"482","2020-07-02","92",29.34,"27","0","104",79,"0","Blown Away: "," 1: Best in Blow","Competition"
"483","2020-07-02","92",29.34,"27","0","104",79,"0","Taxi Driver",NA,"Drama"
"484","2020-07-03","89",29.39,"24","0","102",76,"0","Amy",NA,"Documentaries"
"485","2020-07-03","89",29.39,"24","0","102",76,"0","The Great British Baking Show: "," 7: Cake Week","Competition"
"486","2020-07-03","89",29.39,"24","0","102",76,"0","Crashing: "," 1: Episode 2","Comedy"
"487","2020-07-03","89",29.39,"24","0","102",76,"0","Crashing: "," 1: Episode 1","Comedy"
"488","2020-07-05","91",29.27,"26","0","106",76,"0","Sleepless in Seattle",NA,"Romance"
"489","2020-07-06","91",29.28,"26","0","104",78,"0","Poltergeist",NA,"Horror"
"490","2020-07-06","91",29.28,"26","0","104",78,"0","The Runaways",NA,"Biography"
"491","2020-07-06","91",29.28,"26","0","104",78,"0","The Great British Baking Show: "," 7: Desserts Week","Competition"
"492","2020-07-06","91",29.28,"26","0","104",78,"0","Crazy Delicious: "," 1: Birthday Blowout","Competition"
"493","2020-07-06","91",29.28,"26","0","104",78,"0","Total Recall",NA,"Action/Adventure"
"494","2020-07-06","91",29.28,"26","0","104",78,"0","The Great British Baking Show: "," 7: Roaring '20s Week","Competition"
"495","2020-07-06","91",29.28,"26","0","104",78,"0","The Great British Baking Show: "," 7: Dairy Week","Competition"
"496","2020-07-06","91",29.28,"26","0","104",78,"0","The Great British Baking Show: "," 7: Bread Week","Competition"
"497","2020-07-06","91",29.28,"26","0","104",78,"0","The Great British Baking Show: "," 7: Biscuits Week","Competition"
"498","2020-07-12","93",29.35,"28","0","107",78,"0","The Great British Baking Show: "," 7: Pastry Week","Competition"
"499","2020-07-12","93",29.35,"28","0","107",78,"0","The Great British Baking Show: "," 7: Festival Week","Competition"
"500","2020-07-13","93",29.31,"28","0","110",76,"0","The Great British Baking Show: "," 6: Bread Week","Competition"
"501","2020-07-13","93",29.31,"28","0","110",76,"0","Inglourious Basterds",NA,"Action/Adventure"
"502","2020-07-13","93",29.31,"28","0","110",76,"0","Fiddler on the Roof",NA,"Musical"
"503","2020-07-13","93",29.31,"28","0","110",76,"0","The Great British Baking Show: "," 6: Cake Week","Competition"
"504","2020-07-13","93",29.31,"28","0","110",76,"0","The Great British Baking Show: "," 6: Biscuits Week","Competition"
"505","2020-07-13","93",29.31,"28","0","110",76,"0","The Great British Baking Show: "," 7: Final","Competition"
"506","2020-07-13","93",29.31,"28","0","110",76,"0","The Great British Baking Show: "," 7: Patisserie -- Semifinal","Competition"
"507","2020-07-14","93",29.32,"28","0","108",77,"0","The Great British Baking Show: The Beginnings: "," 1: Pudding","Competition"
"508","2020-07-14","93",29.32,"28","0","108",77,"0","The Great British Baking Show: "," 6: Spice Week","Competition"
"509","2020-07-14","93",29.32,"28","0","108",77,"0","The Great British Baking Show: "," 6: Desserts Week","Competition"
"510","2020-07-14","93",29.32,"28","0","108",77,"0","Stand and Deliver",NA,"Drama"
