year,length,budget,rating,mpaa,type,y,genre,length_c,logit
2002,113,2.90E+07,7.1,R,Good,1,Drama,5.322761194,-0.003760003
2004,89,1.50E+07,4.4,PG,Bad,0,Comedy,-18.67723881,-0.12433686
2003,97,1.50E+07,6.8,R,Good,1,Drama,-10.67723881,-0.081344056
1995,109,5.00E+07,4.4,PG-13,Bad,0,Action,1.322761194,0.349076499
1997,135,7.50E+07,6.4,R,Good,1,"Drama, Romance",27.32276119,0.324860977
1997,153,9.00E+07,7.3,PG,Good,1,Drama,45.32276119,0.361923029
2000,126,9.00E+06,6.9,R,Good,1,Drama,18.32276119,0.032809536
1997,116,1.50E+07,6.7,R,Good,1,Drama,8.322761194,0.17661277
1995,123,2.00E+07,6.5,R,Good,1,Drama,15.32276119,0.274952395
2003,135,7.40E+07,5.4,PG-13,Bad,0,"Action, Drama",27.32276119,0.064433348
2001,86,1.10E+07,4.6,PG-13,Bad,0,Comedy,-21.67723881,-0.005241661
2003,88,4700000,4.5,PG-13,Bad,0,"Action, Comedy",-19.67723881,-0.106793331
1999,124,3500000,5.3,R,Bad,0,Drama,16.32276119,0.062212921
2002,134,3.50E+07,7.4,PG-13,Good,1,"Action, Drama",26.32276119,0.011064818
2004,104,1.20E+07,5.1,R,Bad,0,Drama,-3.677238806,-0.13174927
1996,117,4.60E+07,6.7,R,Good,1,"Action, Drama",9.322761194,0.296200481
2000,100,4.50E+07,5.4,R,Bad,0,"Comedy, Drama, Romance",-7.677238806,0.121758461
2003,101,2.50E+07,5.3,R,Bad,0,Action,-6.677238806,-0.056636021
1999,132,3.20E+07,6.7,R,Good,1,Drama,24.32276119,0.13263082
1996,101,1.50E+07,5.9,R,Bad,0,"Comedy, Drama",-6.677238806,0.219605574
2004,113,6500000,8.3,R,Good,1,Drama,5.322761194,-0.145338689
1999,111,1.50E+07,6.1,PG-13,Good,1,"Comedy, Drama",3.322761194,0.090627161
2001,135,1.40E+07,6.5,PG-13,Good,1,"Drama, Romance",27.32276119,0.002170749
2000,84,2.30E+07,5.3,PG-13,Bad,0,Comedy,-23.67723881,0.067400785
2003,98,1.00E+07,6.3,R,Good,1,Comedy,-9.677238806,-0.093698073
2002,118,1800000,7,R,Good,1,"Drama, Romance",10.32276119,-0.070965857
1995,116,5.30E+07,7.1,R,Good,1,"Action, Drama",8.322761194,0.35648891
1997,107,1.20E+07,5.8,R,Bad,0,"Comedy, Drama",-0.677238806,0.169200359
2001,92,2.50E+07,4.7,PG,Bad,0,"Comedy, Drama",-15.67723881,0.029349587
2002,90,1.30E+07,5.3,PG,Bad,0,Comedy,-17.67723881,-0.043292859
2002,93,1.20E+07,3.1,PG-13,Bad,0,"Comedy, Drama, Romance",-14.67723881,-0.045763662
1996,84,1.30E+07,3.8,R,Bad,0,Action,-23.67723881,0.214663967
2000,102,2.50E+07,4.9,R,Bad,0,"Action, Drama",-5.677238806,0.072342391
1999,97,1.10E+07,6.5,R,Good,1,"Drama, Romance",-10.67723881,0.080743947
1996,88,2309723,5.5,R,Bad,0,Comedy,-19.67723881,0.188250393
2001,103,2.60E+07,6.8,PG-13,Good,1,"Comedy, Drama",-4.677238806,0.031820391
2000,104,9.00E+06,5.1,R,Bad,0,Action,-3.677238806,0.032809536
1995,119,9.20E+07,5.1,PG-13,Bad,0,"Action, Romance",11.32276119,0.452850245
2002,95,7500000,7.2,R,Good,1,Action,-12.67723881,-0.056882278
2002,92,5.50E+07,4.7,R,Bad,0,Drama,-15.67723881,0.060480887
2004,91,3500000,6,PG-13,Bad,0,"Action, Comedy",-16.67723881,-0.1527511
2003,92,6.00E+07,5.7,PG,Bad,0,Comedy,-15.67723881,0.0298421
2001,101,4.00E+06,5,R,Bad,0,"Comedy, Drama",-6.677238806,-0.022537285
2000,102,850000,6.4,R,Good,1,Drama,-5.677238806,0.012672488
2002,105,1.20E+07,7.2,R,Good,1,Drama,-2.677238806,-0.045763662
1997,104,1.04E+08,5.6,PG-13,Bad,0,"Action, Drama",-3.677238806,0.396514278
2003,133,7.50E+07,5.7,R,Bad,0,Action,25.32276119,0.066904152
2002,118,1.50E+07,6.6,R,Good,1,"Action, Drama",10.32276119,-0.038351252
2004,109,2.80E+07,7.4,R,Good,1,"Action, Drama",1.322761194,-0.092216415
2004,124,1.25E+08,6.3,PG-13,Good,1,"Action, Drama",16.32276119,0.147451521
2004,100,1500000,5,R,Bad,0,"Comedy, Drama",-7.677238806,-0.157692707
2003,102,5.00E+05,3,PG,Bad,0,Drama,-5.677238806,-0.117170706
1996,110,8.00E+07,5.4,PG-13,Bad,0,"Action, Drama",2.322761194,0.380207799
2000,100,1.00E+06,4.3,R,Bad,0,Comedy,-7.677238806,0.013043108
2000,90,150000,4.3,R,Bad,0,Comedy,-17.67723881,0.010942925
1995,122,1.10E+07,7.6,R,Good,1,Drama,14.32276119,0.252715164
1998,96,1.40E+07,5.4,R,Bad,0,Comedy,-11.67723881,0.131149162
1998,90,1.00E+06,5.7,R,Bad,0,"Comedy, Drama",-17.67723881,0.099028717
1995,119,1.50E+07,6.3,R,Good,1,"Action, Drama",11.32276119,0.262598378
2002,109,5.50E+07,6.3,R,Good,1,Comedy,1.322761194,0.060480887
1997,96,2.00E+07,7.1,R,Good,1,Comedy,-11.67723881,0.188966787
2004,95,5.00E+06,4.2,R,Bad,0,Comedy,-12.67723881,-0.149044895
1999,105,7.80E+07,5.5,R,Bad,0,Action,-2.677238806,0.246287779
1999,106,4.00E+07,5.9,PG-13,Bad,0,Drama,-1.677238806,0.152397248
2001,101,3.00E+06,6.8,R,Good,1,Drama,-6.677238806,-0.025008089
1998,120,7.50E+07,5.9,PG-13,Bad,0,Drama,12.32276119,0.281868173
1998,97,4.50E+07,5.4,R,Bad,0,Action,-10.67723881,0.207744069
2004,90,6.00E+06,6.3,R,Good,1,Action,-17.67723881,-0.146574091
1998,93,1.00E+06,5.1,R,Bad,0,"Comedy, Drama",-14.67723881,0.099028717
1994,105,4.00E+06,7.3,R,Good,1,"Comedy, Romance",-2.677238806,0.278412344
1995,100,1.00E+06,4.1,R,Bad,0,Action,-7.677238806,0.22800713
2002,89,1.80E+07,3.4,R,Bad,0,Action,-18.67723881,-0.030938841
1995,106,7.00E+06,6.8,R,Good,1,Action,-1.677238806,0.24283195
2003,7,1500000,7.8,PG,Good,1,"Animation, Short",-100.6772388,-0.114699903
2003,98,1.00E+07,4.1,R,Bad,0,"Action, Drama",-9.677238806,-0.093698073
1999,95,1.50E+07,6,R,Bad,0,Comedy,-12.67723881,0.090627161
1999,88,1.80E+07,5.6,R,Bad,0,Comedy,-19.67723881,0.098039571
2002,100,1.00E+07,5.3,R,Bad,0,"Action, Drama",-7.677238806,-0.050705269
1997,144,5.70E+07,7,R,Good,1,Drama,36.32276119,0.280386515
1997,111,8.00E+07,5.7,R,Bad,0,"Action, Drama",3.322761194,0.337214995
2003,92,5.00E+06,5.6,R,Bad,0,Drama,-15.67723881,-0.10605209
2005,116,5500000,3.9,PG-13,Bad,0,"Comedy, Drama",8.322761194,-0.190802297
1999,94,1.30E+07,6.3,PG-13,Good,1,Comedy,-13.67723881,0.085685554
2003,98,1.70E+07,5.5,PG-13,Bad,0,Comedy,-9.677238806,-0.076402449
2002,133,1.42E+08,6.4,PG-13,Good,1,Action,25.32276119,0.275440788
1995,131,9.00E+07,7,R,Good,1,Action,23.32276119,0.447908638
2004,96,1.30E+07,5,R,Bad,0,"Drama, Romance",-11.67723881,-0.129278467
2000,82,5.00E+06,3.4,PG,Bad,0,"Action, Animation",-25.67723881,0.022926322
1999,91,5.00E+05,5.1,PG-13,Bad,0,Comedy,-16.67723881,0.054800511
2000,82,127500000,6.3,PG,Good,1,Animation,-25.67723881,0.325599746
1999,96,4.50E+07,3.5,R,Bad,0,Action,-11.67723881,0.164751265
2002,97,1.00E+07,7.6,R,Good,1,Drama,-10.67723881,-0.050705269
1998,82,1.30E+07,5.9,PG-13,Bad,0,Comedy,-25.67723881,0.128678358
2002,116,2.70E+07,5.5,PG-13,Bad,0,"Comedy, Drama",8.322761194,-0.00870161
1998,85,71500000,5.4,PG-13,Bad,0,Comedy,-22.67723881,0.273220361
1965,200,1.10E+07,7.9,PG-13,Good,1,"Drama, Romance",92.32276119,1.542499291
2004,92,2.00E+07,6.6,PG-13,Good,1,Comedy,-15.67723881,-0.111982843
1999,100,7.00E+06,6,PG,Bad,0,Drama,-7.677238806,0.070860733
1999,130,1.00E+07,7.3,R,Good,1,Comedy,22.32276119,0.078273144
2002,104,2500000,6.8,R,Good,1,Drama,-3.677238806,-0.069236295
2001,91,5.30E+07,5.4,PG-13,Bad,0,Drama,-16.67723881,0.098532084
1995,95,1300000,5,R,Bad,0,Drama,-12.67723881,0.228748371
2001,113,5.00E+07,6.2,R,Good,1,Drama,5.322761194,0.091119674
1997,127,3.50E+07,7.6,R,Good,1,Drama,19.32276119,0.226028839
2001,133,4500000,8.3,R,Good,1,Drama,25.32276119,-0.021301884
1999,105,4.00E+07,5.9,R,Bad,0,Drama,-2.677238806,0.152397248
2001,91,2.40E+07,4.8,PG-13,Bad,0,"Action, Comedy",-16.67723881,0.026878784
1997,87,8.00E+06,5.3,R,Bad,0,Action,-20.67723881,0.159317145
2001,100,4.00E+06,5.6,R,Bad,0,"Comedy, Drama",-7.677238806,-0.022537285
2001,90,20000,3.5,R,Bad,0,Drama,-17.67723881,-0.032371083
2001,88,1200000,6,R,Bad,0,Comedy,-19.67723881,-0.029455535
2001,87,3.00E+07,5.1,PG-13,Bad,0,"Comedy, Romance",-20.67723881,0.041703605
2000,91,9.00E+06,4.7,PG-13,Bad,0,"Comedy, Drama, Romance",-16.67723881,0.032809536
2000,122,1.20E+07,4.8,R,Bad,0,"Comedy, Drama, Romance",14.32276119,0.040221946
2001,87,7.20E+07,5.1,PG,Bad,0,Comedy,-20.67723881,0.14547735
1995,90,8.00E+06,4.2,PG-13,Bad,0,Comedy,-17.67723881,0.245302754
1964,93,1800000,8.7,PG,Good,1,Comedy,-14.67723881,1.562760704
1992,128,4.00E+07,7.1,R,Good,1,"Drama, Romance",20.32276119,0.453346877
2002,104,6.00E+07,5.8,PG-13,Bad,0,Drama,-3.677238806,0.072834904
1997,117,3500000,6.4,R,Good,1,"Action, Comedy",9.322761194,0.14819853
1999,91,8.00E+06,5.1,PG-13,Bad,0,"Comedy, Drama, Romance",-16.67723881,0.073331537
2001,116,7.20E+07,4.4,PG-13,Bad,0,"Action, Drama",8.322761194,0.14547735
2000,95,1.60E+07,5.4,PG-13,Bad,0,Comedy,-12.67723881,0.05010516
2002,118,2.00E+07,5.3,PG-13,Bad,0,"Comedy, Drama, Romance",10.32276119,-0.025997234
2000,83,1.30E+07,4.6,PG-13,Bad,0,Comedy,-24.67723881,0.04269275
1999,77,2.20E+07,3.6,PG,Bad,0,Comedy,-30.67723881,0.107922785
2000,112,1.50E+07,5.8,R,Bad,0,"Comedy, Drama",4.322761194,0.047634357
1994,101,1.60E+07,6.6,PG-13,Good,1,Comedy,-6.677238806,0.308061986
2003,85,1.90E+07,3.3,PG-13,Bad,0,Comedy,-22.67723881,-0.071460842
2000,107,3.50E+07,4,PG-13,Bad,0,Action,-0.677238806,0.097050426
2003,89,4.00E+07,5.7,PG-13,Bad,0,Comedy,-18.67723881,-0.019573969
1996,95,1300000,3.5,R,Bad,0,"Action, Drama",-12.67723881,0.185755566
2003,89,3.00E+06,5.6,R,Bad,0,"Comedy, Documentary",-18.67723881,-0.110993697
1982,120,10500000,7.8,PG,Good,1,Drama,12.32276119,0.810386217
1994,127,1.80E+07,8,R,Good,1,"Comedy, Drama",19.32276119,0.313003593
1996,100,3.00E+07,4.9,PG-13,Bad,0,Comedy,-7.677238806,0.256667626
2001,95,7500000,7,R,Good,1,Drama,-12.67723881,-0.013889473
1999,122,6.00E+07,6.2,PG-13,Good,1,Comedy,14.32276119,0.201813317
2002,99,3.00E+07,5.5,PG-13,Bad,0,"Action, Comedy",-8.677238806,-0.0012892
1998,95,2.50E+07,4.6,R,Bad,0,Action,-12.67723881,0.158328
1999,103,8500000,7.4,R,Good,1,Comedy,-4.677238806,0.074566939
2005,96,4.30E+07,4.9,PG-13,Bad,0,Action,-11.67723881,-0.098147167
2003,81,3.00E+06,7.3,R,Good,1,Drama,-26.67723881,-0.110993697
2003,95,3.30E+07,7,PG,Good,1,Comedy,-12.67723881,-0.036869594
1998,124,2.50E+07,7.6,R,Good,1,Drama,16.32276119,0.158328
2004,96,3.50E+07,6.5,PG,Good,1,"Comedy, Romance",-11.67723881,-0.074920791
2001,90,1500000,5.2,PG-13,Bad,0,Comedy,-17.67723881,-0.028714294
1996,121,6.00E+06,6.9,PG,Good,1,"Comedy, Romance",13.32276119,0.197368343
2002,104,4500000,6.2,R,Good,1,Drama,-3.677238806,-0.064294688
2002,109,12500000,6.7,PG-13,Good,1,Drama,1.322761194,-0.04452826
2002,90,3500000,6,R,Bad,0,"Action, Drama",-17.67723881,-0.066765491
1999,121,8.30E+07,5.3,R,Bad,0,Action,13.32276119,0.258641797
1997,122,5.00E+06,5.4,R,Bad,0,Drama,14.32276119,0.151904735
1999,102,2.30E+07,7,R,Good,1,"Drama, Romance",-5.677238806,0.110393589
2001,131,7.00E+07,7.3,R,Good,1,"Action, Drama, Romance",23.32276119,0.140535743
1998,131,9.00E+07,7.1,R,Good,1,"Action, Drama",23.32276119,0.318930225
1996,160,2.70E+07,7.1,R,Good,1,"Drama, Romance",52.32276119,0.249255215
2002,115,3.80E+07,4.9,PG-13,Bad,0,Drama,7.322761194,0.018477228
1973,99,850000,7.4,R,Good,1,Action,-8.677238806,1.173478202
1999,113,6.60E+07,6.1,PG-13,Good,1,"Comedy, Romance",5.322761194,0.216638138
2004,99,4.00E+07,4.3,PG-13,Bad,0,Comedy,-8.677238806,-0.062566774
2002,107,2.00E+07,7.6,R,Good,1,Action,-0.677238806,-0.025997234
2002,90,1.00E+06,4.2,R,Bad,0,Action,-17.67723881,-0.0729425
1996,115,1.00E+08,5.8,R,Bad,0,"Action, Drama",7.322761194,0.429623868
2000,130,5.10E+07,7.3,R,Good,1,Drama,22.32276119,0.136583281
2001,91,1.00E+06,5.5,PG-13,Bad,0,Comedy,-16.67723881,-0.029949696
1996,101,5.00E+07,4.8,R,Bad,0,Action,-6.677238806,0.306083695
2001,108,4500000,7.4,R,Good,1,Drama,0.322761194,-0.021301884
2004,108,2.00E+07,8.6,R,Good,1,"Comedy, Drama, Romance",0.322761194,-0.111982843
2004,91,1.00E+07,6.5,R,Good,1,"Comedy, Drama",-16.67723881,-0.136690877
2004,90,2.50E+07,6.1,R,Good,1,Comedy,-17.67723881,-0.099628825
1997,109,5.00E+06,7.2,R,Good,1,Drama,1.322761194,0.151904735
2002,94,1.00E+07,7.1,PG,Good,1,Drama,-13.67723881,-0.050705269
2002,92,5.00E+05,7.3,R,Good,1,Drama,-15.67723881,-0.074177902
1998,121,2.60E+07,7,PG,Good,1,"Comedy, Drama, Romance",13.32276119,0.160798803
2000,103,1.40E+07,6.1,R,Good,1,Comedy,-4.677238806,0.045163553
1996,101,2.00E+07,6.9,R,Good,1,"Comedy, Romance",-6.677238806,0.231959591
2000,87,5.00E+05,7.1,R,Good,1,Drama,-20.67723881,0.011807707
2002,89,5.00E+05,3.8,PG-13,Bad,0,Comedy,-18.67723881,-0.074177902
1996,134,5.50E+07,6.2,PG,Good,1,Drama,26.32276119,0.318437712
2001,101,8.00E+07,5.8,PG-13,Bad,0,Comedy,-6.677238806,0.165243778
2001,101,3.30E+07,5.3,R,Bad,0,Action,-6.677238806,0.049116015
2004,114,3.00E+07,5,R,Bad,0,Action,6.322761194,-0.087274808
2002,94,4.00E+07,4,PG-13,Bad,0,Action,-13.67723881,0.023418835
1996,101,2.00E+07,5.6,R,Bad,0,Drama,-6.677238806,0.231959591
1999,159,6.50E+07,7,R,Good,1,Drama,51.32276119,0.214167334
2000,93,6.00E+06,4.8,R,Bad,0,Action,-14.67723881,0.025397126
1997,133,8.00E+07,7.1,R,Good,1,"Action, Drama",25.32276119,0.337214995
2004,122,6.00E+06,7.9,R,Good,1,Documentary,14.32276119,-0.146574091
1995,91,5.00E+07,3.9,R,Bad,0,"Action, Comedy, Drama",-16.67723881,0.349076499
1996,91,1.30E+07,5.6,R,Bad,0,Comedy,-16.67723881,0.214663967
2003,85,75000,5.7,R,Bad,0,Drama,-22.67723881,-0.118220798
2000,125,6.00E+07,6.5,PG-13,Good,1,"Comedy, Drama, Romance",17.32276119,0.158820513
1998,106,1.00E+07,3.8,R,Bad,0,"Drama, Romance",-1.677238806,0.121265948
2002,107,13500000,7.7,PG-13,Good,1,"Drama, Romance",-0.677238806,-0.042057457
1996,98,7.00E+06,8.2,R,Good,1,Drama,-9.677238806,0.199839146
2004,95,5.00E+06,3.3,R,Bad,0,"Drama, Romance",-12.67723881,-0.149044895
2001,106,3.80E+07,5.7,PG-13,Bad,0,Action,-1.677238806,0.061470032
1995,106,3.00E+07,5.6,PG,Bad,0,Comedy,-1.677238806,0.29966043
1997,98,8.50E+07,4.7,PG-13,Bad,0,Comedy,-9.677238806,0.349569012
1974,97,25000,7.1,NC-17,Good,1,Comedy,-10.67723881,1.128446985
1998,85,1.00E+07,6.3,PG-13,Good,1,Action,-22.67723881,0.121265948
1998,105,1300000,8.2,R,Good,1,Drama,-2.677238806,0.099769958
2005,98,39690000,6.6,PG-13,Good,1,"Comedy, Romance",-9.677238806,-0.106325527
1997,126,9.00E+07,7.1,PG-13,Good,1,"Action, Drama",18.32276119,0.361923029
1999,139,6.30E+07,8.5,R,Good,1,Drama,31.32276119,0.209225727
2001,111,80000,5.2,R,Bad,0,Drama,3.322761194,-0.032222835
2001,106,1.37E+08,6.5,PG-13,Good,1,"Action, Animation",-1.677238806,0.306079575
2001,110,1500000,7,R,Good,1,"Action, Drama",2.322761194,-0.028714294
2000,136,4.30E+07,7.3,PG-13,Good,1,Drama,28.32276119,0.116816854
1998,106,1.00E+07,6.6,PG-13,Good,1,Drama,-1.677238806,0.121265948
2003,92,155000,4.5,R,Bad,0,"Action, Drama",-15.67723881,-0.118023133
1998,89,1.90E+07,4.4,R,Bad,0,Action,-18.67723881,0.143503179
1993,154,4.20E+07,6.6,R,Good,1,Drama,46.32276119,0.41529568
1995,134,7.50E+07,5.6,PG-13,Bad,0,"Drama, Romance",26.32276119,0.410846586
1997,94,3.00E+05,5,R,Bad,0,"Drama, Romance",-13.67723881,0.140291959
1999,112,2.70E+07,6.1,R,Good,1,"Comedy, Drama",4.322761194,0.120276803
2004,113,4.50E+07,6,PG-13,Bad,0,Action,5.322761194,-0.050212756
2000,90,5.80E+07,3.7,PG,Bad,0,Comedy,-17.67723881,0.153878906
1999,137,5.00E+07,6.1,PG-13,Good,1,"Drama, Romance",29.32276119,0.177105282
1999,102,5.00E+05,7.6,PG-13,Good,1,"Drama, Romance",-5.677238806,0.054800511
2003,96,2.00E+07,3.1,R,Bad,0,Action,-11.67723881,-0.068990039
2000,99,2.00E+07,5.5,R,Bad,0,"Comedy, Romance",-8.677238806,0.059988374
2004,94,4.20E+07,5.8,PG-13,Bad,0,Drama,-13.67723881,-0.057625167
1994,142,5.50E+07,8.2,PG-13,Good,1,"Comedy, Drama",34.32276119,0.404423321
1999,92,1.10E+07,4.2,R,Bad,0,Action,-15.67723881,0.080743947
2002,125,8.00E+07,6.2,PG-13,Good,1,Drama,17.32276119,0.122250973
1995,98,4.00E+06,6,R,Bad,0,"Comedy, Drama",-9.677238806,0.23541954
1994,117,6.00E+06,7.2,R,Good,1,"Comedy, Drama, Romance",9.322761194,0.283353951
2001,100,1.10E+07,7.4,R,Good,1,Drama,-7.677238806,-0.005241661
2004,84,3.00E+06,4.6,R,Bad,0,"Action, Comedy",-23.67723881,-0.153986502
1994,123,4.50E+07,6,R,Bad,0,Drama,15.32276119,0.379715286
2003,97,2.60E+07,6.9,PG,Good,1,"Comedy, Drama",-10.67723881,-0.054165218
2001,87,1.50E+07,3.5,R,Bad,0,Comedy,-20.67723881,0.004641553
2003,97,2.50E+07,6.1,R,Good,1,Action,-10.67723881,-0.056636021
1991,93,5.00E+06,4.3,R,Bad,0,Comedy,-14.67723881,0.40986156
1998,91,3.00E+07,4.7,R,Bad,0,Comedy,-16.67723881,0.170682017
1996,102,3.00E+06,6.5,R,Good,1,Drama,-5.677238806,0.189955932
1999,90,2.00E+06,4.6,R,Bad,0,Drama,-17.67723881,0.058506716
2004,99,2.00E+06,5.8,R,Bad,0,Drama,-8.677238806,-0.156457305
2000,118,3.10E+07,7.4,PG-13,Good,1,Drama,10.32276119,0.087167212
2002,123,1.20E+07,7.5,R,Good,1,Drama,15.32276119,-0.045763662
1995,91,3500000,6.7,R,Good,1,"Comedy, Drama",-16.67723881,0.234184138
2002,85,2.00E+07,4.9,R,Bad,0,Comedy,-22.67723881,-0.025997234
2004,117,3.00E+07,7,PG-13,Good,1,Drama,9.322761194,-0.087274808
1996,108,2.00E+07,6.8,R,Good,1,"Action, Comedy",0.322761194,0.231959591
2003,90,1.20E+07,1.7,PG,Bad,0,"Comedy, Romance",-17.67723881,-0.088756466
2005,83,2400000,2.8,R,Bad,0,Comedy,-24.67723881,-0.198461788
2004,95,5.00E+05,4.1,R,Bad,0,Action,-12.67723881,-0.16016351
2002,101,2.00E+06,5,R,Bad,0,"Comedy, Drama, Romance",-6.677238806,-0.070471697
1997,91,3500000,7.2,R,Good,1,Comedy,-16.67723881,0.14819853
1999,102,4.50E+07,7.2,PG,Good,1,Comedy,-5.677238806,0.164751265
2005,101,2.00E+07,6.4,PG,Good,1,Drama,-6.677238806,-0.154975647
2002,166,9.70E+07,7.3,R,Good,1,Drama,58.32276119,0.164254632
2002,106,6.00E+06,5.6,R,Bad,0,"Comedy, Drama",-1.677238806,-0.060588483
2004,109,2500000,8.1,R,Good,1,"Comedy, Drama, Romance",1.322761194,-0.155221903
2004,80,5.00E+07,4.8,PG,Bad,0,"Animation, Comedy",-27.67723881,-0.037858739
1997,101,3.60E+07,7.6,PG-13,Good,1,Drama,-6.677238806,0.228499642
1999,116,6.00E+07,6.1,R,Good,1,Drama,8.322761194,0.201813317
1997,92,5.50E+07,5.5,PG,Bad,0,Comedy,-15.67723881,0.275444908
2002,105,3500000,6,R,Bad,0,Drama,-2.677238806,-0.066765491
2000,104,4.00E+07,4.7,R,Bad,0,"Action, Drama",-3.677238806,0.109404443
2001,87,1.00E+07,5.7,PG-13,Bad,0,"Comedy, Romance",-20.67723881,-0.007712465
1995,105,30250000,7,R,Good,1,"Comedy, Drama",-2.677238806,0.300278131
1996,120,2400000,6.6,R,Good,1,Drama,12.32276119,0.18847345
2000,111,7.00E+06,7.8,R,Good,1,"Comedy, Drama",3.322761194,0.027867929
1996,109,5.50E+07,6.4,R,Good,1,"Action, Drama",1.322761194,0.318437712
2001,98,2.80E+07,4.6,R,Bad,0,Action,-9.677238806,0.036761998
2003,43,1.30E+07,6.6,PG,Good,1,Documentary,-64.67723881,-0.086285663
2000,111,1.00E+07,6.8,R,Good,1,Drama,3.322761194,0.03528034
2003,121,5.40E+07,2.3,R,Bad,0,"Comedy, Romance",13.32276119,0.015017279
1996,108,1.20E+07,5,R,Bad,0,"Comedy, Drama",0.322761194,0.212193163
1999,127,2.40E+07,7,R,Good,1,Drama,19.32276119,0.112864392
2000,155,1.03E+08,8,R,Good,1,"Action, Drama",47.32276119,0.265065062
2001,104,2.20E+07,2.1,PG-13,Bad,0,"Drama, Romance",-3.677238806,0.021937177
2002,106,1.20E+07,5.7,R,Bad,0,Drama,-1.677238806,-0.045763662
1999,108,3.00E+07,4.9,R,Bad,0,Drama,0.322761194,0.127689213
1999,103,6500000,7.4,R,Good,1,Comedy,-4.677238806,0.069625332
1994,84,15000,5.8,R,Bad,0,Romance,-23.67723881,0.268566192
1999,90,40000,6.3,R,Good,1,"Comedy, Romance",-17.67723881,0.053663941
2000,108,3.00E+05,6.4,PG,Good,1,Drama,0.322761194,0.011313546
2003,209,5.60E+07,5.7,PG-13,Bad,0,"Action, Drama",101.3227612,0.019958886
1998,105,3500000,7.6,R,Good,1,Drama,-2.677238806,0.105205726
2001,90,198000,4.8,R,Bad,0,Comedy,-17.67723881,-0.03193128
1999,99,1.00E+06,5.6,PG,Bad,0,Action,-8.677238806,0.056035913
2000,130,1.50E+07,6,R,Bad,0,Drama,22.32276119,0.047634357
1995,130,8.00E+07,6.8,PG-13,Good,1,Action,22.32276119,0.423200603
1997,94,5.30E+07,3.8,PG,Bad,0,Comedy,-13.67723881,0.270503301
2000,117,9.00E+07,5.7,PG-13,Bad,0,Action,9.322761194,0.232944617
2004,99,2.00E+07,7.9,R,Good,1,"Action, Comedy",-8.677238806,-0.111982843
2003,88,1.80E+07,4.7,PG,Bad,0,"Comedy, Drama",-19.67723881,-0.073931645
1997,103,9.00E+06,4,PG,Bad,0,Comedy,-4.677238806,0.161787949
2002,93,5.00E+06,6.9,R,Good,1,"Comedy, Drama",-14.67723881,-0.063059286
1997,126,1.00E+07,7.8,R,Good,1,Drama,18.32276119,0.164258752
2001,137,1.50E+07,7.3,R,Good,1,Drama,29.32276119,0.004641553
1996,116,5.00E+06,6.5,R,Good,1,"Comedy, Drama",8.322761194,0.194897539
1995,85,1.00E+06,4.2,R,Bad,0,Comedy,-22.67723881,0.22800713
1996,90,4.00E+06,5.6,R,Bad,0,Comedy,-17.67723881,0.192426736
1997,85,65000,5,R,Bad,0,Drama,-22.67723881,0.13971132
1970,103,6.00E+06,6.9,PG-13,Good,1,Drama,-4.677238806,1.315181253
1999,188,6.00E+07,8.1,R,Good,1,Drama,80.32276119,0.201813317
2002,90,80000,4.7,R,Bad,0,Comedy,-17.67723881,-0.075215639
1999,118,3.00E+07,5.7,PG-13,Bad,0,Drama,10.32276119,0.127689213
2001,108,5.00E+06,7.3,R,Good,1,Drama,0.322761194,-0.020066482
2000,86,5.00E+05,6,R,Bad,0,Drama,-21.67723881,0.011807707
1997,107,1.50E+07,7.4,R,Good,1,"Comedy, Romance",-0.677238806,0.17661277
1995,101,2.50E+07,6.2,PG-13,Good,1,"Comedy, Romance",-6.677238806,0.287306413
1999,104,2600000,6.3,R,Good,1,"Drama, Romance",-3.677238806,0.059989198
2000,101,1.00E+07,5.4,R,Bad,0,"Comedy, Romance",-6.677238806,0.03528034
2002,94,1.10E+07,5.9,R,Bad,0,"Comedy, Romance",-13.67723881,-0.048234465
2003,101,2.00E+07,5.3,PG-13,Bad,0,"Comedy, Romance",-6.677238806,-0.068990039
1998,89,65000,4.2,R,Bad,0,"Comedy, Romance",-18.67723881,0.096718516
2002,98,3.00E+07,3.9,PG-13,Bad,0,Action,-9.677238806,-0.0012892
2000,94,4.00E+07,4.4,PG-13,Bad,0,"Comedy, Drama",-13.67723881,0.109404443
1996,92,1.00E+07,6.8,PG-13,Good,1,Comedy,-15.67723881,0.207251556
1999,98,1700000,6.4,PG-13,Good,1,Comedy,-9.677238806,0.057765475
2001,109,2.10E+07,6,PG-13,Bad,0,Drama,1.322761194,0.019466373
1998,97,7.00E+07,5.5,R,Bad,0,"Action, Drama",-10.67723881,0.269514156
1990,93,1500000,5.2,R,Bad,0,Action,-14.67723881,0.444206552
2004,90,9.00E+06,7.1,R,Good,1,Comedy,-17.67723881,-0.139161681
1996,100,1.30E+07,5.8,PG,Bad,0,"Comedy, Drama",-7.677238806,0.214663967
2002,125,7.00E+07,6.2,R,Good,1,Drama,17.32276119,0.097542939
2001,99,5500000,4.9,R,Bad,0,"Drama, Romance",-8.677238806,-0.01883108
2003,87,9.00E+07,5,PG,Bad,0,Comedy,-20.67723881,0.103966204
1997,84,650000,5.3,R,Bad,0,Comedy,-23.67723881,0.14115674
1998,137,2.50E+07,6.6,R,Good,1,Drama,29.32276119,0.158328
